log_id,timestamp,ticker,contract_type,setup_quality,confluence_score,bias,price_at_scan,strike,stock_target,stop_level,expiry,entry_trigger,freshness_consumed_pct,freshness_stale,em_pct,target_em_ratio,target_adjusted,checked,checked_at,outcome_price,max_favorable_pct,max_adverse_pct,hit_target,hit_stop,entry_triggered,result
TSLA_20260715T133618.146623,2026-07-15T13:36:18.146623,TSLA,NONE,NO TRADE,42,NEUTRAL,392.45,,,,,397.86,,,,,no,yes,2026-07-22T15:35:57+00:00,,,,,,,NO_TRADE
META_20260715T140231.640380,2026-07-15T14:02:31.640380,META,NONE,NO TRADE,42,NEUTRAL,675.02,,,,,,,,,,no,yes,2026-07-22T15:35:57+00:00,,,,,,,NO_TRADE
TSLA_20260715T133618.146623,2026-07-15T13:36:18.146623,TSLA,NONE,NO TRADE,42,NEUTRAL,393.77,,,,,397.86,,,,,no,yes,2026-07-22T15:35:57+00:00,,,,,,,NO_TRADE
SPY_20260715T170242.166793,2026-07-15T17:02:42.166793,SPY,PUT,LOW CONVICTION,52,LEANING,752.01,752.0,749.0,15.0,1DTE,751.32,-0.284,no,,,no,yes,2026-07-22T15:35:57+00:00,743.16,0.03,0.29,no,yes,yes,LOSS
NVDA_20260715T133759.402925,2026-07-15T13:37:59.402925,NVDA,NONE,NO TRADE,48,NEUTRAL,208.18,,,,,,,,,,no,yes,2026-07-22T15:35:57+00:00,,,,,,,NO_TRADE
NVDA_20260715T133759.402925,2026-07-15T13:37:59.402925,NVDA,NONE,NO TRADE,48,NEUTRAL,208.94,,,,,,,,,,no,yes,2026-07-22T15:35:57+00:00,,,,,,,NO_TRADE
AMZN_20260715T172215.395848,2026-07-15T17:22:15.395848,AMZN,NONE,NO TRADE,42,NEUTRAL,255.19,,,,,,,,,,no,yes,2026-07-22T15:35:57+00:00,,,,,,,NO_TRADE
TSLA_20260715T133618.146623,2026-07-15T13:36:18.146623,TSLA,NONE,NO TRADE,42,NEUTRAL,398.1,,,,,397.86,,,,,no,yes,2026-07-22T15:35:57+00:00,,,,,,,NO_TRADE
AAPL_20260715T174208.317902,2026-07-15T17:42:08.317902,AAPL,PUT,MODERATE,58,BEARISH,327.55,327.0,325.0,15.0,1DTE,326.15,-1.078,no,,,no,yes,2026-07-22T15:35:57+00:00,333.74,0.09,0.28,no,yes,yes,LOSS
MSFT_20260715T180219.134580,2026-07-15T18:02:19.134580,MSFT,PUT,MODERATE,62,BEARISH,395.81,395.0,392.0,15.0,1DTE,395.5,-0.013,no,,,no,yes,2026-07-22T15:35:57+00:00,393.77,0.06,0.13,no,yes,yes,LOSS
QQQ_20260715T180307.010687,2026-07-15T18:03:07.010687,QQQ,NONE,NO TRADE,38,NEUTRAL,717.71,,,90.0,,718.48,,,,,no,yes,2026-07-22T15:35:57+00:00,,,,,,,NO_TRADE
META_20260715T181155.497948,2026-07-15T18:11:55.497948,META,NONE,NO TRADE,42,NEUTRAL,675.92,,,,,,,,,,no,yes,2026-07-22T15:35:57+00:00,,,,,,,NO_TRADE
SPY_20260715T181241.642769,2026-07-15T18:12:41.642769,SPY,NONE,NO TRADE,42,NEUTRAL,754.72,,,,,,,,,,no,yes,2026-07-22T15:35:57+00:00,,,,,,,NO_TRADE
AMZN_20260715T183215.853358,2026-07-15T18:32:15.853358,AMZN,PUT,MODERATE,58,BEARISH,254.54,254.0,252.63,15.0,1DTE,253.8,-0.479,no,,,no,yes,2026-07-22T15:35:57+00:00,247.26,0.05,0.22,no,yes,yes,LOSS
NVDA_20260715T183309.127077,2026-07-15T18:33:09.127077,NVDA,NONE,NO TRADE,44,NEUTRAL,210.59,,,,,,,,,,no,yes,2026-07-22T15:35:57+00:00,,,,,,,NO_TRADE
TSLA_20260715T185209.157008,2026-07-15T18:52:09.157008,TSLA,NONE,NO TRADE,38,NEUTRAL,395.8,,,,,,,,,,no,yes,2026-07-22T15:35:57+00:00,,,,,,,NO_TRADE
AAPL_20260715T185303.444790,2026-07-15T18:53:03.444790,AAPL,PUT,MODERATE,58,BEARISH,327.17,327.0,325.47,15.0,2DTE,326.8,-0.286,no,,,no,yes,2026-07-22T15:35:57+00:00,333.74,0.29,0.08,no,yes,yes,LOSS
AMZN_20260716T133206.832218,2026-07-16T13:32:06.832218,AMZN,NONE,NO TRADE,52,NEUTRAL,257.18,,252.5,,,,,,,,no,yes,2026-07-22T15:35:57+00:00,,,,,,,NO_TRADE
META_20260716T133250.702144,2026-07-16T13:32:50.702144,META,PUT,MODERATE,58,BEARISH,677.68,675.0,663.0,15.0,1DTE,677.0,0.046,no,,,no,yes,2026-07-22T15:35:57+00:00,645.86,1.77,0.0,no,yes,yes,LOSS
QQQ_20260716T133332.143377,2026-07-16T13:33:32.143377,QQQ,PUT,HIGH CONVICTION,72,BEARISH,712.37,710.0,706.52,15.0,1DTE,715.42,0.3,no,,,no,yes,2026-07-22T15:35:58+00:00,695.99,1.18,0.0,no,yes,yes,LOSS
TSLA_20260716T133424.309957,2026-07-16T13:34:24.309957,TSLA,PUT,MODERATE,68,BEARISH,387.67,387.0,379.0,15.0,1DTE,387.0,-0.141,no,,,no,yes,2026-07-22T15:35:58+00:00,369.59,0.43,0.18,no,yes,yes,LOSS
AAPL_20260716T133516.990222,2026-07-16T13:35:16.990222,AAPL,NONE,NO TRADE,52,NEUTRAL,327.42,,,,,328.98,,,,,no,yes,2026-07-22T15:35:58+00:00,,,,,,,NO_TRADE
MSFT_20260716T133603.621966,2026-07-16T13:36:03.621966,MSFT,NONE,NO TRADE,42,NEUTRAL,396.4,,,,,,,,,,no,yes,2026-07-22T15:35:58+00:00,,,,,,,NO_TRADE
NVDA_20260716T133651.979323,2026-07-16T13:36:51.979323,NVDA,PUT,MODERATE,68,BEARISH,208.67,208.0,204.5,15.0,1DTE,208.0,-0.134,no,,,no,yes,2026-07-22T15:35:58+00:00,203.38,0.39,0.22,no,yes,yes,LOSS
SPY_20260716T133739.854265,2026-07-16T13:37:39.854265,SPY,PUT,MODERATE,68,BEARISH,752.1,752.0,747.5,15.0,1DTE,753.5,0.2,no,,,no,yes,2026-07-22T15:35:58+00:00,742.14,0.38,0.0,no,yes,yes,LOSS
AMZN_20260716T133206.832218,2026-07-16T13:32:06.832218,AMZN,NONE,NO TRADE,52,NEUTRAL,253.91,,252.5,,,,,,,,no,yes,2026-07-22T15:35:58+00:00,,,,,,,NO_TRADE
META_20260716T134158.320502,2026-07-16T13:41:58.320502,META,PUT,HIGH CONVICTION,72,BEARISH,669.01,665.0,653.0,15.0,1DTE,669.0,-0.051,no,,,no,yes,2026-07-22T15:35:58+00:00,645.86,0.6,0.55,no,yes,yes,LOSS
MSFT_20260716T133603.621966,2026-07-16T13:36:03.621966,MSFT,NONE,NO TRADE,42,NEUTRAL,393.09,,,,,,,,,,no,yes,2026-07-22T15:35:58+00:00,,,,,,,NO_TRADE
NVDA_20260716T134311.233887,2026-07-16T13:43:11.233887,NVDA,PUT,MODERATE,68,BEARISH,208.18,207.0,203.5,15.0,1DTE,208.0,-0.027,no,,,no,yes,2026-07-22T15:35:58+00:00,203.38,0.39,0.22,no,yes,yes,LOSS
QQQ_20260716T134353.696563,2026-07-16T13:43:53.696563,QQQ,PUT,HIGH CONVICTION,72,BEARISH,708.74,708.0,699.0,15.0,1DTE,714.59,0.335,no,,,no,yes,2026-07-22T15:35:58+00:00,695.99,1.06,0.0,no,yes,yes,LOSS
AAPL_20260716T133516.990222,2026-07-16T13:35:16.990222,AAPL,NONE,NO TRADE,52,NEUTRAL,329.53,,,,,328.98,,,,,no,yes,2026-07-22T15:35:58+00:00,,,,,,,NO_TRADE
META_20260716T135219.314799,2026-07-16T13:52:19.314799,META,PUT,MODERATE,62,BEARISH,672.0,670.0,659.0,15.0,1DTE,671.09,0.026,no,,,no,yes,2026-07-22T15:35:58+00:00,645.86,0.16,0.27,no,yes,yes,LOSS
NVDA_20260716T135305.111959,2026-07-16T13:53:05.111959,NVDA,PUT,MODERATE,68,BEARISH,208.16,207.0,203.5,15.0,1DTE,207.5,-0.19,no,,,no,yes,2026-07-22T15:35:58+00:00,203.38,0.1,0.55,no,yes,yes,LOSS
QQQ_20260716T135350.677112,2026-07-16T13:53:50.677112,QQQ,PUT,HIGH CONVICTION,72,BEARISH,708.82,707.0,701.5,15.0,1DTE,712.5,0.38,no,,,no,yes,2026-07-22T15:35:58+00:00,695.99,0.54,0.04,no,yes,yes,LOSS
TSLA_20260716T135444.449866,2026-07-16T13:54:44.449866,TSLA,PUT,MODERATE,67,BEARISH,386.38,385.0,377.0,15.0,1DTE,384.0,-0.328,no,,,no,yes,2026-07-22T15:35:59+00:00,369.59,1.77,0.0,no,yes,yes,LOSS
AAPL_20260716T133516.990222,2026-07-16T13:35:16.990222,AAPL,NONE,NO TRADE,52,NEUTRAL,330.4,,,,,328.98,,,,,no,yes,2026-07-22T15:35:59+00:00,,,,,,,NO_TRADE
TSLA_20260716T140234.480238,2026-07-16T14:02:34.480238,TSLA,PUT,HIGH CONVICTION,74,BEARISH,388.2,387.0,381.0,15.0,1DTE,391.46,0.189,no,,,no,yes,2026-07-22T15:35:59+00:00,369.59,0.1,0.9,no,yes,yes,LOSS
AAPL_20260716T133516.990222,2026-07-16T13:35:16.990222,AAPL,NONE,NO TRADE,52,NEUTRAL,328.4,,,,,328.98,,,,,no,yes,2026-07-22T15:35:59+00:00,,,,,,,NO_TRADE
META_20260716T141200.259523,2026-07-16T14:12:00.259523,META,PUT,MODERATE,62,BEARISH,672.56,670.0,659.0,15.0,1DTE,672.0,0.033,no,,,no,yes,2026-07-22T15:35:59+00:00,645.86,0.12,0.82,no,yes,yes,LOSS
NVDA_20260716T141243.860837,2026-07-16T14:12:43.860837,NVDA,PUT,MODERATE,67,BEARISH,208.1,207.0,205.5,15.0,1DTE,209.85,0.423,yes,,,no,yes,2026-07-22T15:35:59+00:00,203.38,0.92,0.0,no,yes,yes,LOSS
QQQ_20260716T141329.335481,2026-07-16T14:13:29.335481,QQQ,PUT,HIGH CONVICTION,74,BEARISH,712.18,712.0,706.5,15.0,1DTE,713.73,0.181,no,,,no,yes,2026-07-22T15:35:59+00:00,695.99,0.47,0.0,no,yes,yes,LOSS
TSLA_20260716T141419.568515,2026-07-16T14:14:19.568515,TSLA,PUT,MODERATE,68,BEARISH,393.02,393.0,384.0,15.0,1DTE,392.91,0.037,no,,,no,yes,2026-07-22T15:35:59+00:00,369.59,0.47,0.53,no,yes,yes,LOSS
AAPL_20260716T133516.990222,2026-07-16T13:35:16.990222,AAPL,NONE,NO TRADE,52,NEUTRAL,329.39,,,,,328.98,,,,,no,yes,2026-07-22T15:35:59+00:00,,,,,,,NO_TRADE
AMZN_20260716T133206.832218,2026-07-16T13:32:06.832218,AMZN,NONE,NO TRADE,52,NEUTRAL,254.99,,252.5,,,,,,,,no,yes,2026-07-22T15:35:59+00:00,,,,,,,NO_TRADE
MSFT_20260716T133603.621966,2026-07-16T13:36:03.621966,MSFT,NONE,NO TRADE,42,NEUTRAL,394.8,,,,,,,,,,no,yes,2026-07-22T15:35:59+00:00,,,,,,,NO_TRADE
TSLA_20260716T142215.346531,2026-07-16T14:22:15.346531,TSLA,PUT,MODERATE,62,BEARISH,393.73,393.0,385.5,15.0,1DTE,392.75,0.029,no,,,no,yes,2026-07-22T15:35:59+00:00,369.59,0.04,0.65,no,yes,yes,LOSS
META_20260716T143210.605906,2026-07-16T14:32:10.605906,META,PUT,LOW CONVICTION,52,BEARISH,677.65,677.0,665.0,15.0,1DTE,672.02,-1.05,no,,,no,yes,2026-07-22T15:35:59+00:00,645.86,0.2,0.39,no,yes,yes,LOSS
MSFT_20260716T133603.621966,2026-07-16T13:36:03.621966,MSFT,NONE,NO TRADE,42,NEUTRAL,396.98,,,,,,,,,,no,yes,2026-07-22T15:35:59+00:00,,,,,,,NO_TRADE
AMZN_20260716T133206.832218,2026-07-16T13:32:06.832218,AMZN,NONE,NO TRADE,52,NEUTRAL,256.71,,252.5,,,,,,,,no,yes,2026-07-22T15:35:59+00:00,,,,,,,NO_TRADE
NVDA_20260716T144202.949294,2026-07-16T14:42:02.949294,NVDA,PUT,MODERATE,68,BEARISH,208.17,208.0,204.75,15.0,1DTE,207.5,-0.125,no,,,no,yes,2026-07-22T15:35:59+00:00,203.38,0.72,0.25,no,yes,yes,LOSS
SPY_20260716T144250.831446,2026-07-16T14:42:50.831446,SPY,NONE,NO TRADE,42,NEUTRAL,753.99,,,,,,,,,,no,yes,2026-07-22T15:35:59+00:00,,,,,,,NO_TRADE
AMZN_20260716T133206.832218,2026-07-16T13:32:06.832218,AMZN,NONE,NO TRADE,52,NEUTRAL,255.48,,252.5,,,,,,,,no,yes,2026-07-22T15:35:59+00:00,,,,,,,NO_TRADE
NVDA_20260716T145200.932070,2026-07-16T14:52:00.932070,NVDA,PUT,MODERATE,68,BEARISH,207.03,207.0,203.5,15.0,1DTE,206.5,-0.235,no,,,no,yes,2026-07-22T15:35:59+00:00,203.38,0.31,0.12,no,yes,yes,LOSS
META_20260716T152136.185176,2026-07-16T15:21:36.185176,META,NONE,NO TRADE,52,BEARISH,676.71,,,,,675.68,,,,,no,yes,2026-07-22T15:35:59+00:00,,,,,,,NO_TRADE
QQQ_20260716T152225.623693,2026-07-16T15:22:25.623693,QQQ,PUT,HIGH CONVICTION,78,BEARISH,709.71,709.0,704.5,712.45,1DTE,709.62,0.051,no,,,no,yes,2026-07-22T15:35:59+00:00,695.99,0.35,1.14,no,yes,yes,LOSS
AAPL_20260716T153145.328689,2026-07-16T15:31:45.328689,AAPL,NONE,NO TRADE,48,BEARISH,330.7,,,,,328.51,,,,,no,yes,2026-07-22T15:35:59+00:00,,,,,,,NO_TRADE
TSLA_20260716T153234.217476,2026-07-16T15:32:34.217476,TSLA,NONE,NO TRADE,52,MIXED,393.86,,,,,,,,,,no,yes,2026-07-22T15:35:59+00:00,,,,,,,NO_TRADE
NVDA_20260716T154137.170800,2026-07-16T15:41:37.170800,NVDA,NONE,NO TRADE,62,BEARISH,207.61,,,,,,,,,,no,yes,2026-07-22T15:35:59+00:00,,,,,,,NO_TRADE
MSFT_20260716T154233.476310,2026-07-16T15:42:33.476310,MSFT,NONE,NO TRADE,48,NEUTRAL,399.11,,,,,393.97,,,,,no,yes,2026-07-22T15:35:59+00:00,,,,,,,NO_TRADE
SPY_20260716T155153.483147,2026-07-16T15:51:53.483147,SPY,NONE,NO TRADE,38,NEUTRAL,753.93,,,,,,,,,,no,yes,2026-07-22T15:35:59+00:00,,,,,,,NO_TRADE
META_20260716T152136.185176,2026-07-16T15:21:36.185176,META,NONE,NO TRADE,52,BEARISH,673.21,,,,,675.68,,,,,no,yes,2026-07-22T15:35:59+00:00,,,,,,,NO_TRADE
AMZN_20260716T160151.152706,2026-07-16T16:01:51.152706,AMZN,NONE,NO TRADE,52,NEUTRAL,255.9,,,,,,,,,,no,yes,2026-07-22T15:35:59+00:00,,,,,,,NO_TRADE
TSLA_20260716T153234.217476,2026-07-16T15:32:34.217476,TSLA,NONE,NO TRADE,52,MIXED,389.29,,,,,,,,,,no,yes,2026-07-22T15:35:59+00:00,,,,,,,NO_TRADE
META_20260716T152136.185176,2026-07-16T15:21:36.185176,META,NONE,NO TRADE,52,BEARISH,668.52,,,,,675.68,,,,,no,yes,2026-07-22T15:35:59+00:00,,,,,,,NO_TRADE
QQQ_20260716T163146.881877,2026-07-16T16:31:46.881877,QQQ,NONE,NO TRADE,72,BEARISH,708.11,,,,,706.52,,,,,no,yes,2026-07-22T15:35:59+00:00,,,,,,,NO_TRADE
AAPL_20260716T164137.574823,2026-07-16T16:41:37.574823,AAPL,NONE,NO TRADE,48,BEARISH,330.32,,,,,,,,,,no,yes,2026-07-22T15:35:59+00:00,,,,,,,NO_TRADE
AAPL_20260716T164137.574823,2026-07-16T16:41:37.574823,AAPL,NONE,NO TRADE,48,BEARISH,331.65,,,,,,,,,,no,yes,2026-07-22T15:35:59+00:00,,,,,,,NO_TRADE
MSFT_20260716T165153.650520,2026-07-16T16:51:53.650520,MSFT,NONE,NO TRADE,42,NEUTRAL,403.93,,,,,,,,,,no,yes,2026-07-22T15:35:59+00:00,,,,,,,NO_TRADE
NVDA_20260716T165246.207052,2026-07-16T16:52:46.207052,NVDA,NONE,NO TRADE,72,BEARISH,207.07,,,,,204.82,,,,,no,yes,2026-07-22T15:35:59+00:00,,,,,,,NO_TRADE
SPY_20260716T170141.657742,2026-07-16T17:01:41.657742,SPY,NONE,NO TRADE,48,NEUTRAL,752.45,752.0,,,,,,,,,no,yes,2026-07-22T15:35:59+00:00,,,,,,,NO_TRADE
MSFT_20260716T165153.650520,2026-07-16T16:51:53.650520,MSFT,NONE,NO TRADE,42,NEUTRAL,401.66,,,,,,,,,,no,yes,2026-07-22T15:35:59+00:00,,,,,,,NO_TRADE
AMZN_20260716T171143.101689,2026-07-16T17:11:43.101689,AMZN,NONE,NO TRADE,42,NEUTRAL,255.93,,,,,,,,,,no,yes,2026-07-22T15:36:00+00:00,,,,,,,NO_TRADE
TSLA_20260716T172142.440513,2026-07-16T17:21:42.440513,TSLA,PUT,HIGH CONVICTION,78,BEARISH,387.71,387.0,381.5,15.0,1DTE,388.5,0.099,no,,,no,yes,2026-07-22T15:36:00+00:00,369.59,0.42,0.19,no,yes,yes,LOSS
MSFT_20260716T165153.650520,2026-07-16T16:51:53.650520,MSFT,NONE,NO TRADE,42,NEUTRAL,403.85,,,,,,,,,,no,yes,2026-07-22T15:36:00+00:00,,,,,,,NO_TRADE
TSLA_20260716T173201.170344,2026-07-16T17:32:01.170344,TSLA,PUT,MODERATE,62,BEARISH,389.11,389.0,382.0,15.0,1DTE,388.5,-0.043,no,,,no,yes,2026-07-22T15:36:00+00:00,369.59,0.38,0.23,no,yes,yes,LOSS
META_20260716T173259.778734,2026-07-16T17:32:59.778734,META,PUT,HIGH CONVICTION,72,BEARISH,669.29,665.0,658.51,15.0,1DTE,669.99,0.064,no,,,no,yes,2026-07-22T15:36:00+00:00,645.86,0.29,0.02,no,yes,yes,LOSS
AMZN_20260716T171143.101689,2026-07-16T17:11:43.101689,AMZN,NONE,NO TRADE,42,NEUTRAL,255.26,,,,,,,,,,no,yes,2026-07-22T15:36:00+00:00,,,,,,,NO_TRADE
MSFT_20260716T165153.650520,2026-07-16T16:51:53.650520,MSFT,NONE,NO TRADE,42,NEUTRAL,402.44,,,,,,,,,,no,yes,2026-07-22T15:36:00+00:00,,,,,,,NO_TRADE
NVDA_20260716T165246.207052,2026-07-16T16:52:46.207052,NVDA,NONE,NO TRADE,72,BEARISH,206.7,,,,,204.82,,,,,no,yes,2026-07-22T15:36:00+00:00,,,,,,,NO_TRADE
TSLA_20260716T174217.564749,2026-07-16T17:42:17.564749,TSLA,PUT,HIGH CONVICTION,72,BEARISH,386.95,385.0,381.0,15.0,1DTE,386.0,-0.258,no,,,no,yes,2026-07-22T15:36:00+00:00,369.59,2.27,0.0,yes,yes,yes,LOSS
QQQ_20260716T174311.185484,2026-07-16T17:43:11.185484,QQQ,PUT,HIGH CONVICTION,78,BEARISH,706.78,706.0,702.61,15.0,1DTE,706.52,0.045,no,,,no,yes,2026-07-22T15:36:00+00:00,695.99,0.07,0.09,no,yes,yes,LOSS
TSLA_20260716T175151.093196,2026-07-16T17:51:51.093196,TSLA,PUT,MODERATE,58,BEARISH,389.15,389.0,383.08,15.0,1DTE,388.22,-0.146,no,,,no,yes,2026-07-22T15:36:00+00:00,369.59,2.83,0.0,yes,yes,yes,LOSS
AMZN_20260717T143148.401228,2026-07-17T14:31:48.401228,AMZN,PUT,MODERATE,62,BEARISH,248.42,248.0,245.5,15.0,1DTE,247.8,-0.28,no,,,no,yes,2026-07-22T15:36:00+00:00,247.51,0.21,0.38,no,yes,yes,LOSS
META_20260717T143252.950324,2026-07-17T14:32:52.950324,META,PUT,HIGH CONVICTION,72,BEARISH,634.27,630.0,623.0,15.0,1DTE,632.0,-0.189,no,,,no,yes,2026-07-22T15:36:00+00:00,643.44,0.93,0.44,no,yes,yes,LOSS
MSFT_20260717T143352.980549,2026-07-17T14:33:52.980549,MSFT,PUT,MODERATE,62,BEARISH,393.2,393.0,389.0,15.0,1DTE,392.0,-0.277,no,,,no,yes,2026-07-22T15:36:00+00:00,397.64,0.33,0.09,no,yes,yes,LOSS
NVDA_20260717T143452.559108,2026-07-17T14:34:52.559108,NVDA,PUT,MODERATE,68,BEARISH,202.99,202.0,199.1,15.0,1DTE,203.29,-0.111,no,,,no,yes,2026-07-22T15:36:00+00:00,207.18,0.26,0.49,no,yes,yes,LOSS
QQQ_20260717T143554.137546,2026-07-17T14:35:54.137546,QQQ,PUT,HIGH CONVICTION,72,BEARISH,696.21,695.0,691.0,15.0,1DTE,696.0,-0.24,no,,,no,yes,2026-07-22T15:36:00+00:00,708.95,0.24,0.24,no,yes,yes,LOSS
SPY_20260717T143654.540546,2026-07-17T14:36:54.540546,SPY,PUT,HIGH CONVICTION,72,BEARISH,746.47,746.0,743.0,15.0,1DTE,746.5,-0.017,no,,,no,yes,2026-07-22T15:36:01+00:00,748.33,0.22,0.01,no,yes,yes,LOSS
TSLA_20260717T143757.373172,2026-07-17T14:37:57.373172,TSLA,PUT,HIGH CONVICTION,72,BEARISH,381.05,380.0,375.12,15.0,1DTE,380.5,-0.037,no,,,no,yes,2026-07-22T15:36:01+00:00,378.92,0.48,0.12,no,yes,yes,LOSS
AAPL_20260717T143852.158216,2026-07-17T14:38:52.158216,AAPL,NONE,NO TRADE,48,NEUTRAL,332.39,,,,,,,,,,no,yes,2026-07-22T15:36:01+00:00,,,,,,,NO_TRADE
MSFT_20260717T144142.236765,2026-07-17T14:41:42.236765,MSFT,PUT,HIGH CONVICTION,76,BEARISH,391.72,391.0,388.0,393.7,1DTE,391.0,-0.297,no,,,no,yes,2026-07-22T15:36:01+00:00,397.64,0.41,0.35,no,no,yes,WIN
META_20260717T145136.106260,2026-07-17T14:51:36.106260,META,PUT,HIGH CONVICTION,78,BEARISH,631.73,630.0,622.0,5.0,1DTE,631.73,0.073,no,,,no,yes,2026-07-22T15:36:01+00:00,643.44,0.91,0.0,no,yes,yes,LOSS
TSLA_20260717T145226.665843,2026-07-17T14:52:26.665843,TSLA,PUT,HIGH CONVICTION,78,BEARISH,379.25,379.0,373.0,15.0,1DTE,378.5,-0.175,no,,,no,yes,2026-07-22T15:36:01+00:00,378.92,0.83,1.11,no,yes,yes,LOSS
AMZN_20260717T150200.958696,2026-07-17T15:02:00.958696,AMZN,PUT,HIGH CONVICTION,72,BEARISH,248.3,248.0,245.1,15.0,1DTE,248.4,-0.03,no,,,no,yes,2026-07-22T15:36:01+00:00,247.51,0.12,0.25,no,yes,yes,LOSS
META_20260717T150256.359824,2026-07-17T15:02:56.359824,META,PUT,HIGH CONVICTION,72,BEARISH,627.54,625.0,617.0,15.0,1DTE,627.0,-0.037,no,,,no,yes,2026-07-22T15:36:02+00:00,643.44,0.0,0.0,no,no,no,NOT_TRIGGERED
NVDA_20260717T150346.065888,2026-07-17T15:03:46.065888,NVDA,PUT,HIGH CONVICTION,72,BEARISH,203.05,202.0,200.13,15.0,1DTE,203.05,0.086,no,,,no,yes,2026-07-22T15:36:02+00:00,207.18,0.03,0.32,no,yes,yes,LOSS
QQQ_20260717T150438.259516,2026-07-17T15:04:38.259516,QQQ,PUT,HIGH CONVICTION,78,BEARISH,693.88,693.0,687.1,15.0,1DTE,693.5,-0.031,no,,,no,yes,2026-07-22T15:36:02+00:00,708.95,0.05,0.26,no,yes,yes,LOSS
MSFT_20260717T152152.761118,2026-07-17T15:21:52.761118,MSFT,PUT,HIGH CONVICTION,78,BEARISH,389.64,390.0,385.0,5.0,1DTE,391.0,0.242,no,,,no,yes,2026-07-22T15:36:02+00:00,397.64,0.01,0.38,no,yes,yes,LOSS
NVDA_20260717T152247.147521,2026-07-17T15:22:47.147521,NVDA,PUT,MODERATE,58,BEARISH,203.74,203.0,201.1,15.0,1DTE,203.85,-0.031,no,,,no,yes,2026-07-22T15:36:02+00:00,207.18,0.0,0.56,no,yes,yes,LOSS
MSFT_20260717T153141.320105,2026-07-17T15:31:41.320105,MSFT,PUT,HIGH CONVICTION,72,BEARISH,391.26,390.0,387.0,15.0,1DTE,391.44,-0.014,no,,,no,yes,2026-07-22T15:36:02+00:00,397.64,0.08,0.33,no,yes,yes,LOSS
AAPL_20260717T154144.540668,2026-07-17T15:41:44.540668,AAPL,NONE,NO TRADE,52,NEUTRAL,333.33,,,,,,,,,,no,yes,2026-07-22T15:36:02+00:00,,,,,,,NO_TRADE
SPY_20260717T154235.245681,2026-07-17T15:42:35.245681,SPY,PUT,MODERATE,68,BEARISH,745.22,745.0,742.5,747.6,1DTE,745.2,-0.015,no,,,no,yes,2026-07-22T15:36:03+00:00,748.33,0.33,0.28,no,no,yes,WIN
AAPL_20260717T154144.540668,2026-07-17T15:41:44.540668,AAPL,NONE,NO TRADE,52,NEUTRAL,332.0,,,,,,,,,,no,yes,2026-07-22T15:36:03+00:00,,,,,,,NO_TRADE
META_20260717T160204.183922,2026-07-17T16:02:04.183922,META,PUT,HIGH CONVICTION,72,BEARISH,632.26,630.0,622.0,15.0,1DTE,629.33,-0.178,no,,,no,yes,2026-07-22T15:36:03+00:00,643.44,0.0,0.0,no,no,no,NOT_TRIGGERED
NVDA_20260717T160253.703480,2026-07-17T16:02:53.703480,NVDA,NONE,NO TRADE,52,NEUTRAL,205.05,,,,,,,,,,no,yes,2026-07-22T15:36:03+00:00,,,,,,,NO_TRADE
QQQ_20260717T160340.503869,2026-07-17T16:03:40.503869,QQQ,PUT,MODERATE,58,BEARISH,698.24,698.0,693.0,15.0,1DTE,695.66,-0.906,no,,,no,yes,2026-07-22T15:36:03+00:00,708.95,0.07,0.31,no,yes,yes,LOSS
TSLA_20260717T160433.051978,2026-07-17T16:04:33.051978,TSLA,PUT,MODERATE,62,BEARISH,382.38,380.0,376.5,15.0,1DTE,380.62,-0.35,no,,,no,yes,2026-07-22T15:36:03+00:00,378.92,0.01,0.43,no,yes,yes,LOSS
AAPL_20260717T154144.540668,2026-07-17T15:41:44.540668,AAPL,NONE,NO TRADE,52,NEUTRAL,330.48,,,,,,,,,,no,yes,2026-07-22T15:36:03+00:00,,,,,,,NO_TRADE
AMZN_20260717T161147.660905,2026-07-17T16:11:47.660905,AMZN,PUT,MODERATE,68,BEARISH,247.87,247.0,245.0,15.0,1DTE,247.5,-0.184,no,,,no,yes,2026-07-22T15:36:03+00:00,247.51,0.24,0.16,no,yes,yes,LOSS
META_20260717T162154.252468,2026-07-17T16:21:54.252468,META,NONE,NO TRADE,42,NEUTRAL,644.71,,,,,,,,,,no,yes,2026-07-22T15:36:04+00:00,,,,,,,NO_TRADE
META_20260717T162154.252468,2026-07-17T16:21:54.252468,META,NONE,NO TRADE,42,NEUTRAL,638.76,,,,,,,,,,no,yes,2026-07-22T15:36:04+00:00,,,,,,,NO_TRADE
TSLA_20260717T163154.962275,2026-07-17T16:31:54.962275,TSLA,PUT,MODERATE,58,BEARISH,382.3,380.0,377.0,15.0,1DTE,381.5,-0.291,no,,,no,yes,2026-07-22T15:36:04+00:00,378.92,0.07,0.12,no,yes,yes,LOSS
META_20260717T162154.252468,2026-07-17T16:21:54.252468,META,NONE,NO TRADE,42,NEUTRAL,642.78,,,,,,,,,,no,yes,2026-07-22T15:36:04+00:00,,,,,,,NO_TRADE
MSFT_20260717T163812.557881,2026-07-17T16:38:12.557881,MSFT,NONE,NO TRADE,38,NEUTRAL,393.39,,,,,,,,,,no,yes,2026-07-22T15:36:04+00:00,,,,,,,NO_TRADE
