signal_id,signal_time,ticker,contract_type,strike,expiry_date,dte_label,confluence_score,posted,stock_at_signal,premium_at_signal,entry_trigger,stock_target,stop_level,entered_on_trigger,premium_at_trigger,stock_at_trigger,hit_target,hit_stop,premium_at_exit_ts,premium_path,premium_at_close,stock_at_close,pnl_signal_hold,pnl_signal_exit,pnl_trigger_hold,pnl_trigger_exit,pnl_premium_rule,premium_rule_outcome,status,last_update
SPY_2026-08-13T10:48:33-04:00,2026-08-13T10:48:33-04:00,SPY,CALL,779.0,2026-08-14,1DTE,58,,779.5,1.54,779.5,781.0,,no,,,no,no,,"[[""10:50"", 1.42], [""11:04"", 1.32], [""11:22"", 1.06], [""11:36"", 0.79], [""11:54"", 0.69], [""12:12"", 0.79], [""12:34"", 0.9], [""12:43"", 0.83], [""13:05"", 0.95], [""13:11"", 1.13]]",1.06,,-31.2,,,,-30.0,STOP,DONE,2026-08-13T16:05:39-04:00
TSLA_2026-08-13T10:49:43-04:00,2026-08-13T10:49:43-04:00,TSLA,CALL,335.0,2026-08-14,1DTE,62,,334.0,2.39,334.0,337.5,,yes,3.04,335.25,no,no,,"[[""10:50"", 2.46], [""11:04"", 2.54], [""11:22"", 3.04], [""11:36"", 2.38], [""11:54"", 2.19], [""12:12"", 2.66], [""12:34"", 2.92], [""12:43"", 3.06], [""13:05"", 3.49], [""13:11"", 3.6]]",5.55,,132.2,,82.6,,132.2,CLOSE,DONE,2026-08-13T16:05:39-04:00
AAPL_2026-08-17T10:32:33-04:00,2026-08-17T10:32:33-04:00,AAPL,PUT,305.0,2026-08-19,1DTE,72,,304.0,2.48,304.0,302.25,,yes,2.75,303.72,no,no,,"[[""10:43"", 2.32], [""10:58"", 2.75], [""11:12"", 2.38], [""11:22"", 2.35], [""11:47"", 3.05], [""11:55"", 3.16], [""12:02"", 3.17], [""12:12"", 3.08], [""12:55"", 3.0], [""13:06"", 3.02], [""13:22"", 2.49]]",1.79,,-27.8,,-34.9,,-27.8,CLOSE,DONE,2026-08-17T16:05:39-04:00
META_2026-08-17T10:35:23-04:00,2026-08-17T10:35:23-04:00,META,PUT,577.5,2026-08-19,1DTE,72,,581.0,6.62,581.0,570.0,,yes,7.23,577.99,yes,no,12.15,"[[""10:43"", 7.23], [""10:58"", 8.24], [""11:12"", 8.18], [""11:22"", 7.44], [""11:47"", 7.51], [""11:55"", 8.23], [""12:02"", 8.04], [""12:12"", 9.04], [""12:55"", 12.29], [""13:06"", 13.0], [""13:22"", 12.8]]",11.5,,73.7,83.5,59.1,68.0,55.0,TARGET,DONE,2026-08-17T16:05:39-04:00
MSFT_2026-08-17T10:37:04-04:00,2026-08-17T10:37:04-04:00,MSFT,PUT,482.5,2026-08-19,1DTE,72,,481.0,4.04,481.0,478.0,,yes,5.6,480.52,no,no,,"[[""10:43"", 3.5], [""10:58"", 3.8], [""11:12"", 3.35], [""11:22"", 3.09], [""11:47"", 2.93], [""11:55"", 2.95], [""12:02"", 2.8], [""12:12"", 3.46], [""12:55"", 5.6], [""13:06"", 5.62], [""13:22"", 5.77]]",5.17,,28.0,,-7.7,,-30.0,STOP,DONE,2026-08-17T16:05:39-04:00
NVDA_2026-08-17T10:38:47-04:00,2026-08-17T10:38:47-04:00,NVDA,CALL,227.5,2026-08-19,1DTE,62,,226.8,1.83,226.8,228.5,,yes,1.92,226.8,no,no,,"[[""10:43"", 2.0], [""10:58"", 1.6], [""11:12"", 1.92], [""11:22"", 2.38], [""11:47"", 2.15], [""11:55"", 2.43], [""12:02"", 2.25], [""12:12"", 2.04], [""12:55"", 1.95], [""13:06"", 1.83], [""13:22"", 1.58]]",1.33,,-27.3,,-30.7,,-27.3,CLOSE,DONE,2026-08-17T16:05:39-04:00
QQQ_2026-08-17T10:41:56-04:00,2026-08-17T10:41:56-04:00,QQQ,CALL,733.0,2026-08-18,1DTE,57,,732.55,2.14,732.55,735.0,,yes,2.52,732.78,no,no,,"[[""10:43"", 2.23], [""10:58"", 2.52], [""11:12"", 3.05], [""11:22"", 3.02], [""11:47"", 2.42], [""11:55"", 2.62], [""12:02"", 2.34], [""12:12"", 2.04], [""12:55"", 1.9], [""13:06"", 1.66], [""13:22"", 1.37]]",1.2,,-43.9,,-52.4,,-30.0,STOP,DONE,2026-08-17T16:05:39-04:00
TSLA_2026-08-17T11:53:10-04:00,2026-08-17T11:53:10-04:00,TSLA,CALL,342.5,2026-08-19,1DTE,58,,342.5,3.88,342.5,345.5,,no,,,no,no,,"[[""11:55"", 3.84], [""12:02"", 3.61], [""12:12"", 3.42], [""12:55"", 3.04], [""13:06"", 2.94], [""13:22"", 2.87]]",2.71,,-30.2,,,,-30.2,CLOSE,DONE,2026-08-17T16:05:39-04:00
AMZN_2026-08-17T13:22:02-04:00,2026-08-17T13:22:02-04:00,AMZN,PUT,257.5,2026-08-19,1DTE,62,,258.0,1.73,258.0,255.5,,no,,,no,no,,"[[""13:22"", 1.77]]",1.16,,-32.9,,,,-32.9,CLOSE,DONE,2026-08-17T16:05:39-04:00
META_2026-08-18T10:34:15-04:00,2026-08-18T10:34:15-04:00,META,PUT,545.0,2026-08-19,1DTE,72,,545.0,4.67,545.0,539.0,,no,,,no,no,,"[[""10:40"", 3.7], [""10:58"", 3.1], [""11:03"", 2.85], [""11:12"", 1.97], [""11:32"", 2.3], [""11:44"", 1.91], [""12:05"", 1.44], [""12:11"", 1.56], [""12:22"", 1.67], [""12:32"", 2.42], [""12:57"", 2.32], [""13:12"", 2.26], [""13:23"", 2.83], [""13:31"", 3.2], [""13:42"", 3.63]]",4.62,,-1.1,,,,-30.0,STOP,DONE,2026-08-18T16:05:36-04:00
NVDA_2026-08-18T10:35:34-04:00,2026-08-18T10:35:34-04:00,NVDA,PUT,220.0,2026-08-19,1DTE,72,,219.5,1.62,219.5,217.0,,yes,2.4,219.18,no,no,,"[[""10:40"", 1.92], [""10:58"", 2.4], [""11:03"", 2.19], [""11:12"", 2.27], [""11:32"", 1.83], [""11:44"", 1.81], [""12:05"", 1.65], [""12:11"", 1.61], [""12:22"", 1.71], [""12:32"", 1.93], [""12:57"", 1.56], [""13:12"", 1.58], [""13:23"", 1.56], [""13:31"", 1.45], [""13:42"", 1.44]]",1.79,,10.5,,-25.4,,10.5,CLOSE,DONE,2026-08-18T16:05:36-04:00
QQQ_2026-08-18T10:36:47-04:00,2026-08-18T10:36:47-04:00,QQQ,PUT,719.0,2026-08-19,1DTE,72,,719.6,2.79,719.6,716.25,,yes,4.29,717.2,yes,no,4.54,"[[""10:40"", 3.08], [""10:58"", 4.29], [""11:03"", 4.3], [""11:12"", 4.6], [""11:32"", 3.62], [""11:44"", 3.47], [""12:05"", 2.89], [""12:11"", 2.73], [""12:22"", 2.67], [""12:32"", 3.24], [""12:57"", 2.7], [""13:12"", 2.81], [""13:23"", 3.13], [""13:31"", 3.04], [""13:42"", 3.08]]",3.2,,14.7,62.7,-25.4,5.8,55.0,TARGET,DONE,2026-08-18T16:05:36-04:00
SPY_2026-08-18T10:38:05-04:00,2026-08-18T10:38:05-04:00,SPY,PUT,769.0,2026-08-19,1DTE,62,,768.6,2.03,768.6,765.5,,yes,2.6,768.13,no,no,,"[[""10:40"", 2.01], [""10:58"", 2.6], [""11:03"", 2.71], [""11:12"", 2.64], [""11:32"", 2.44], [""11:44"", 2.39], [""12:05"", 2.12], [""12:12"", 2.0], [""12:22"", 1.94], [""12:32"", 2.26], [""12:57"", 1.98], [""13:12"", 1.9], [""13:23"", 2.09], [""13:31"", 2.1], [""13:42"", 2.22]]",2.21,,8.9,,-15.0,,8.9,CLOSE,DONE,2026-08-18T16:05:36-04:00
TSLA_2026-08-18T10:39:18-04:00,2026-08-18T10:39:18-04:00,TSLA,PUT,337.5,2026-08-19,1DTE,68,,337.05,3.5,337.05,330.5,,yes,4.41,335.93,no,no,,"[[""10:40"", 3.42], [""10:58"", 4.41], [""11:03"", 4.47], [""11:12"", 4.16], [""11:32"", 3.48], [""11:44"", 3.0], [""12:05"", 2.56], [""12:12"", 2.56], [""12:22"", 2.91], [""12:32"", 3.39], [""12:57"", 2.45], [""13:12"", 2.55], [""13:23"", 3.5], [""13:31"", 3.46], [""13:42"", 3.62]]",3.8,,8.6,,-13.8,,8.6,CLOSE,DONE,2026-08-18T16:05:36-04:00
MSFT_2026-08-18T10:40:27-04:00,2026-08-18T10:40:27-04:00,MSFT,PUT,480.0,2026-08-19,1DTE,62,,480.5,2.61,480.5,476.5,,yes,2.6,480.2,no,no,,"[[""10:40"", 2.55], [""10:58"", 2.63], [""11:03"", 2.2], [""11:12"", 2.2], [""11:32"", 2.16], [""11:44"", 2.23], [""12:05"", 2.02], [""12:12"", 1.93], [""12:22"", 1.98], [""12:32"", 2.3], [""12:57"", 2.06], [""13:12"", 2.15], [""13:23"", 2.05], [""13:31"", 2.03], [""13:42"", 2.02]]",1.77,,-32.2,,-31.9,,-32.2,CLOSE,DONE,2026-08-18T16:05:36-04:00
AAPL_2026-08-18T11:42:04-04:00,2026-08-18T11:42:04-04:00,AAPL,PUT,310.0,2026-08-19,1DTE,52,,307.75,1.71,307.75,307.5,,no,,,no,no,,"[[""11:44"", 1.9], [""12:05"", 1.95], [""12:12"", 1.6], [""12:22"", 1.62], [""12:32"", 1.56], [""12:57"", 1.44], [""13:12"", 1.44], [""13:23"", 1.42], [""13:31"", 1.55], [""13:42"", 1.61]]",1.39,,-18.7,,,,-18.7,CLOSE,DONE,2026-08-18T16:05:36-04:00
AMZN_2026-08-18T11:43:27-04:00,2026-08-18T11:43:27-04:00,AMZN,PUT,260.0,2026-08-19,1DTE,62,,260.25,1.65,260.25,258.5,,no,,,no,no,,"[[""11:44"", 1.65], [""12:05"", 1.35], [""12:12"", 1.48], [""12:22"", 1.21], [""12:32"", 1.25], [""12:57"", 1.0], [""13:12"", 1.0], [""13:23"", 1.08], [""13:31"", 1.5], [""13:42"", 1.47]]",1.71,,3.6,,,,-30.0,STOP,DONE,2026-08-18T16:05:36-04:00
TSLA_2026-08-18T12:02:18-04:00,2026-08-18T12:02:18-04:00,TSLA,CALL,340.0,2026-08-19,1DTE,65,,339.5,3.54,339.5,345.0,,yes,3.14,340.2,no,no,,"[[""12:05"", 3.14], [""12:12"", 3.31], [""12:22"", 2.67], [""12:32"", 2.28], [""12:57"", 3.21], [""13:12"", 2.99], [""13:23"", 2.29], [""13:31"", 2.26], [""13:42"", 2.15]]",1.79,,-49.4,,-43.0,,-30.0,STOP,DONE,2026-08-18T16:05:36-04:00
AAPL_2026-08-18T12:53:53-04:00,2026-08-18T12:53:53-04:00,AAPL,CALL,312.5,2026-08-19,1DTE,62,,311.0,0.96,311.0,313.0,,no,,,no,no,,"[[""12:57"", 1.0], [""13:12"", 0.96], [""13:23"", 0.92], [""13:31"", 0.82], [""13:42"", 0.76]]",0.92,,-4.2,,,,-4.2,CLOSE,DONE,2026-08-18T16:05:36-04:00
AMZN_2026-08-18T12:55:33-04:00,2026-08-18T12:55:33-04:00,AMZN,CALL,262.5,2026-08-19,1DTE,62,,262.5,1.58,262.5,264.5,,no,,,no,no,,"[[""12:57"", 1.53], [""13:12"", 1.54], [""13:23"", 1.35], [""13:31"", 0.99], [""13:42"", 0.97]]",0.67,,-57.6,,,,-30.0,STOP,DONE,2026-08-18T16:05:36-04:00
AMZN_2026-08-19T10:33:07-04:00,2026-08-19T10:33:07-04:00,AMZN,CALL,262.5,2026-08-21,1DTE,57,,261.5,2.19,261.5,263.7,,yes,2.37,261.56,yes,no,3.6,"[[""10:39"", 2.37], [""10:42"", 2.74], [""10:51"", 3.8], [""11:02"", 3.56], [""11:12"", 3.24], [""11:46"", 3.75], [""11:51"", 3.85], [""12:02"", 3.95], [""12:12"", 4.18], [""12:32"", 3.79], [""12:41"", 4.07], [""12:53"", 3.67], [""13:01"", 3.53], [""13:11"", 3.6], [""13:42"", 3.69], [""13:51"", 3.6]]",4.33,,97.7,64.4,82.7,51.9,55.0,TARGET,DONE,2026-08-19T16:05:35-04:00
NVDA_2026-08-19T10:34:04-04:00,2026-08-19T10:34:04-04:00,NVDA,PUT,217.5,2026-08-21,1DTE,72,,219.41,2.16,219.41,215.5,,yes,1.62,218.25,no,no,,"[[""10:39"", 1.59], [""10:42"", 1.69], [""10:51"", 1.62], [""11:02"", 1.54], [""11:12"", 1.64], [""11:46"", 1.6], [""11:51"", 1.77], [""12:02"", 1.47], [""12:12"", 1.31], [""12:32"", 1.63], [""12:41"", 1.57], [""12:53"", 1.71], [""13:01"", 1.76], [""13:11"", 1.73], [""13:42"", 1.71], [""13:51"", 1.54]]",2.16,,0.0,,33.3,,-30.0,STOP,DONE,2026-08-19T16:05:35-04:00
QQQ_2026-08-19T10:35:06-04:00,2026-08-19T10:35:06-04:00,QQQ,PUT,715.0,2026-08-20,1DTE,62,,714.58,3.05,714.58,711.0,,no,,,no,no,,"[[""10:39"", 2.44], [""10:42"", 2.45], [""10:51"", 2.29], [""11:02"", 1.83], [""11:12"", 1.77], [""11:46"", 1.79], [""11:51"", 1.95], [""12:02"", 1.54], [""12:12"", 1.45], [""12:32"", 1.69], [""12:41"", 1.53], [""12:53"", 1.96], [""13:01"", 2.06], [""13:11"", 2.13], [""13:42"", 2.19], [""13:51"", 2.1]]",2.49,,-18.4,,,,-30.0,STOP,DONE,2026-08-19T16:05:35-04:00
TSLA_2026-08-19T10:36:01-04:00,2026-08-19T10:36:01-04:00,TSLA,CALL,342.5,2026-08-21,1DTE,62,,342.5,5.5,342.5,347.0,,yes,6.52,343.38,yes,no,7.89,"[[""10:39"", 6.52], [""10:42"", 7.25], [""10:51"", 8.09], [""11:02"", 7.89], [""11:12"", 7.79], [""11:46"", 7.53], [""11:51"", 7.11], [""12:02"", 7.7], [""12:12"", 8.96], [""12:32"", 7.72], [""12:41"", 7.36], [""12:53"", 7.64], [""13:01"", 7.7], [""13:11"", 7.2], [""13:42"", 7.4], [""13:51"", 7.81]]",8.0,,45.5,43.5,22.7,21.0,55.0,TARGET,DONE,2026-08-19T16:05:35-04:00
META_2026-08-19T10:37:12-04:00,2026-08-19T10:37:12-04:00,META,PUT,545.0,2026-08-21,1DTE,52,,549.5,5.38,549.5,540.5,,yes,5.47,547.84,no,no,,"[[""10:39"", 5.47], [""10:42"", 5.34], [""10:51"", 4.66], [""11:02"", 5.14], [""11:12"", 5.28], [""11:46"", 3.83], [""11:51"", 3.71], [""12:02"", 3.32], [""12:12"", 3.29], [""12:32"", 3.71], [""12:41"", 3.65], [""12:53"", 3.46], [""13:01"", 3.3], [""13:11"", 3.35], [""13:42"", 3.49], [""13:51"", 3.48]]",5.92,,10.0,,8.2,,-30.0,STOP,DONE,2026-08-19T16:05:35-04:00
MSFT_2026-08-19T10:38:11-04:00,2026-08-19T10:38:11-04:00,MSFT,PUT,482.5,2026-08-21,1DTE,62,,482.1,4.9,482.1,478.0,,yes,4.65,482.04,no,no,,"[[""10:39"", 4.73], [""10:42"", 4.65], [""10:51"", 4.4], [""11:02"", 3.98], [""11:12"", 3.62], [""11:46"", 2.8], [""11:51"", 2.48], [""12:02"", 2.25], [""12:12"", 2.17], [""12:32"", 2.79], [""12:41"", 3.02], [""12:53"", 3.74], [""13:01"", 3.7], [""13:11"", 3.58], [""13:42"", 4.0], [""13:51"", 3.96]]",4.1,,-16.3,,-11.8,,-30.0,STOP,DONE,2026-08-19T16:05:35-04:00
AAPL_2026-08-19T11:41:46-04:00,2026-08-19T11:41:46-04:00,AAPL,CALL,317.5,2026-08-21,1DTE,52,,317.79,2.42,317.79,319.5,,no,,,no,no,,"[[""11:46"", 2.34], [""11:51"", 2.56], [""12:02"", 2.25], [""12:12"", 2.65], [""12:32"", 2.23], [""12:41"", 1.83], [""12:53"", 1.71], [""13:01"", 1.65], [""13:11"", 1.59], [""13:42"", 1.98], [""13:51"", 1.73]]",1.96,,-19.0,,,,-30.0,STOP,DONE,2026-08-19T16:05:35-04:00
MSFT_2026-08-19T11:51:43-04:00,2026-08-19T11:51:43-04:00,MSFT,CALL,490.0,2026-08-21,1DTE,57,,489.0,3.06,489.0,491.0,,no,,,no,no,,"[[""11:51"", 3.1], [""12:02"", 3.28], [""12:12"", 3.35], [""12:32"", 2.5], [""12:41"", 2.19], [""12:53"", 1.69], [""13:01"", 1.72], [""13:11"", 1.77], [""13:42"", 1.54], [""13:51"", 1.59]]",1.46,,-52.3,,,,-30.0,STOP,DONE,2026-08-19T16:05:35-04:00
NVDA_2026-08-19T12:11:40-04:00,2026-08-19T12:11:40-04:00,NVDA,CALL,220.0,2026-08-21,1DTE,62,,220.75,2.64,220.75,222.5,,no,,,no,no,,"[[""12:12"", 2.59], [""12:32"", 2.15], [""12:41"", 2.25], [""12:53"", 2.03], [""13:01"", 1.96], [""13:11"", 1.94], [""13:42"", 2.0], [""13:51"", 2.15]]",1.52,,-42.4,,,,-42.4,CLOSE,DONE,2026-08-19T16:05:35-04:00
SPY_2026-08-19T12:53:32-04:00,2026-08-19T12:53:32-04:00,SPY,PUT,770.0,2026-08-20,1DTE,62,,769.78,1.86,769.78,768.24,,yes,1.96,769.75,no,no,,"[[""12:53"", 1.91], [""13:01"", 1.88], [""13:11"", 1.96], [""13:42"", 2.04], [""13:51"", 1.96]]",2.46,,32.3,,25.5,,32.3,CLOSE,DONE,2026-08-19T16:05:35-04:00
AMZN_2026-08-20T10:32:34-04:00,2026-08-20T10:32:34-04:00,AMZN,PUT,260.0,2026-08-21,1DTE,72,,261.52,1.39,261.52,258.8,,yes,1.75,260.22,no,no,,"[[""10:38"", 1.27], [""10:41"", 1.17], [""11:13"", 1.75], [""11:21"", 1.64], [""11:44"", 1.48], [""12:01"", 1.35], [""12:22"", 1.19], [""12:43"", 0.69], [""12:53"", 0.88], [""13:01"", 0.96], [""13:12"", 1.04], [""13:21"", 1.07], [""13:51"", 1.17]]",1.19,,-14.4,,-32.0,,-30.0,STOP,DONE,2026-08-20T16:05:37-04:00
META_2026-08-20T10:33:32-04:00,2026-08-20T10:33:32-04:00,META,PUT,545.0,2026-08-21,1DTE,72,,544.5,5.0,544.5,537.0,,yes,5.88,543.17,no,no,,"[[""10:38"", 4.3], [""10:41"", 4.22], [""11:13"", 5.88], [""11:21"", 5.54], [""11:44"", 5.83], [""12:01"", 6.19], [""12:22"", 6.12], [""12:43"", 4.46], [""12:53"", 5.38], [""13:01"", 5.54], [""13:12"", 5.76], [""13:21"", 6.31], [""13:51"", 6.14]]",4.67,,-6.6,,-20.6,,-6.6,CLOSE,DONE,2026-08-20T16:05:37-04:00
NVDA_2026-08-20T10:34:27-04:00,2026-08-20T10:34:27-04:00,NVDA,PUT,217.5,2026-08-21,1DTE,68,,217.5,1.67,217.5,215.0,,yes,1.85,217.49,no,no,,"[[""10:38"", 1.65], [""10:41"", 1.5], [""11:13"", 1.85], [""11:21"", 2.02], [""11:44"", 2.79], [""12:01"", 2.45], [""12:22"", 2.29], [""12:43"", 2.08], [""12:53"", 1.9], [""13:01"", 1.79], [""13:12"", 2.04], [""13:21"", 2.34], [""13:51"", 1.98]]",1.74,,4.2,,-5.9,,55.0,TARGET,DONE,2026-08-20T16:05:37-04:00
QQQ_2026-08-20T10:35:31-04:00,2026-08-20T10:35:31-04:00,QQQ,PUT,712.0,2026-08-21,1DTE,72,,713.19,3.38,713.19,708.5,,yes,2.91,712.3,no,no,,"[[""10:38"", 2.91], [""10:41"", 2.66], [""11:13"", 2.97], [""11:21"", 3.25], [""11:44"", 3.96], [""12:01"", 3.3], [""12:22"", 3.17], [""12:43"", 2.66], [""12:53"", 2.6], [""13:01"", 2.66], [""13:12"", 2.83], [""13:21"", 3.1], [""13:51"", 3.09]]",3.29,,-2.7,,13.1,,-2.7,CLOSE,DONE,2026-08-20T16:05:37-04:00
SPY_2026-08-20T10:36:38-04:00,2026-08-20T10:36:38-04:00,SPY,PUT,766.0,2026-08-21,1DTE,62,,765.5,1.96,765.5,763.0,,yes,2.27,765.49,no,no,,"[[""10:38"", 1.92], [""10:41"", 1.86], [""11:13"", 1.94], [""11:21"", 2.0], [""11:45"", 2.41], [""12:01"", 2.2], [""12:22"", 2.27], [""12:43"", 1.83], [""12:53"", 1.88], [""13:01"", 1.96], [""13:12"", 2.13], [""13:21"", 2.43], [""13:51"", 2.51]]",3.46,,76.5,,52.4,,76.5,CLOSE,DONE,2026-08-20T16:05:37-04:00
TSLA_2026-08-20T10:37:36-04:00,2026-08-20T10:37:36-04:00,TSLA,PUT,340.0,2026-08-21,1DTE,72,,341.0,3.85,341.0,334.0,,yes,3.98,340.63,no,no,,"[[""10:38"", 3.98], [""10:41"", 3.79], [""11:13"", 2.54], [""11:21"", 2.27], [""11:45"", 2.01], [""12:01"", 1.31], [""12:22"", 1.4], [""12:43"", 1.56], [""12:53"", 1.75], [""13:01"", 1.56], [""13:12"", 1.79], [""13:21"", 2.04], [""13:51"", 1.96]]",1.62,,-57.9,,-59.3,,-30.0,STOP,DONE,2026-08-20T16:05:37-04:00
MSFT_2026-08-20T10:38:42-04:00,2026-08-20T10:38:42-04:00,MSFT,PUT,482.5,2026-08-21,1DTE,68,,481.9,3.46,481.9,477.75,,yes,3.65,481.64,no,no,,"[[""10:38"", 3.38], [""10:41"", 3.65], [""11:13"", 4.01], [""11:21"", 3.97], [""11:45"", 3.72], [""12:01"", 3.84], [""12:22"", 4.14], [""12:43"", 2.58], [""12:53"", 3.0], [""13:01"", 2.91], [""13:12"", 3.08], [""13:21"", 3.17], [""13:51"", 2.96]]",3.15,,-9.0,,-13.7,,-9.0,CLOSE,DONE,2026-08-20T16:05:37-04:00
AAPL_2026-08-20T11:41:27-04:00,2026-08-20T11:41:27-04:00,AAPL,PUT,315.0,2026-08-21,1DTE,58,,316.2,1.34,316.2,312.5,,no,,,no,no,,"[[""11:45"", 1.39], [""12:01"", 1.31], [""12:22"", 1.42], [""12:43"", 1.02], [""12:53"", 1.08], [""13:01"", 0.98], [""13:12"", 0.89], [""13:21"", 1.1], [""13:51"", 1.25]]",3.2,,138.8,,,,-30.0,STOP,DONE,2026-08-20T16:05:37-04:00
MSFT_2026-08-20T12:43:18-04:00,2026-08-20T12:43:18-04:00,MSFT,CALL,485.0,2026-08-21,1DTE,58,,484.0,2.42,484.0,488.5,,no,,,no,no,,"[[""12:43"", 2.5], [""12:53"", 2.06], [""13:01"", 2.17], [""13:12"", 1.98], [""13:21"", 1.91], [""13:51"", 1.87]]",1.53,,-36.8,,,,-36.8,CLOSE,DONE,2026-08-20T16:05:37-04:00
AAPL_2026-08-20T12:51:26-04:00,2026-08-20T12:51:26-04:00,AAPL,CALL,317.5,2026-08-21,1DTE,62,,317.25,1.75,317.25,319.5,,yes,1.9,317.35,no,no,,"[[""12:53"", 1.75], [""13:01"", 1.9], [""13:12"", 2.02], [""13:21"", 1.7], [""13:51"", 1.5]]",0.45,,-74.3,,-76.3,,-74.3,CLOSE,DONE,2026-08-20T16:05:37-04:00
AAPL_2026-08-21T10:31:44-04:00,2026-08-21T10:31:44-04:00,AAPL,PUT,307.5,2026-08-24,1DTE,72,,307.5,1.89,307.5,305.5,,no,,,no,no,,"[[""10:38"", 1.74], [""10:41"", 1.76], [""10:51"", 1.53], [""11:03"", 1.23], [""11:12"", 1.22], [""11:22"", 1.05], [""11:31"", 0.86], [""11:46"", 0.76], [""11:51"", 0.73], [""12:12"", 0.65], [""12:22"", 0.67], [""12:54"", 0.74], [""13:01"", 0.66], [""13:11"", 0.61], [""13:31"", 0.7], [""13:43"", 0.95]]",0.83,,-56.1,,,,-30.0,STOP,DONE,2026-08-21T16:05:36-04:00
AMZN_2026-08-21T10:32:49-04:00,2026-08-21T10:32:49-04:00,AMZN,PUT,260.0,2026-08-24,1DTE,62,,259.57,2.12,259.57,257.5,,yes,2.28,259.45,no,no,,"[[""10:38"", 2.26], [""10:41"", 2.28], [""10:51"", 2.13], [""11:03"", 1.83], [""11:12"", 2.08], [""11:22"", 2.39], [""11:31"", 2.71], [""11:46"", 2.04], [""11:51"", 1.81], [""12:12"", 2.35], [""12:22"", 2.39], [""12:54"", 2.6], [""13:01"", 2.25], [""13:11"", 2.29], [""13:31"", 2.35], [""13:43"", 2.76]]",1.98,,-6.6,,-13.2,,-6.6,CLOSE,DONE,2026-08-21T16:05:36-04:00
NVDA_2026-08-21T10:34:45-04:00,2026-08-21T10:34:45-04:00,NVDA,PUT,215.0,2026-08-24,1DTE,72,,215.5,2.16,215.5,212.5,,yes,2.13,214.77,no,no,,"[[""10:38"", 2.13], [""10:41"", 2.12], [""10:51"", 2.04], [""11:03"", 1.92], [""11:12"", 1.65], [""11:22"", 1.56], [""11:31"", 1.52], [""11:46"", 1.33], [""11:51"", 1.37], [""12:12"", 1.59], [""12:22"", 1.58], [""12:54"", 1.71], [""13:01"", 1.71], [""13:11"", 1.58], [""13:31"", 1.81], [""13:43"", 1.54]]",1.63,,-24.5,,-23.5,,-30.0,STOP,DONE,2026-08-21T16:05:36-04:00
QQQ_2026-08-21T10:37:33-04:00,2026-08-21T10:37:33-04:00,QQQ,PUT,710.0,2026-08-24,1DTE,71,,710.98,3.25,710.98,706.5,,yes,3.11,710.88,no,no,,"[[""10:38"", 3.12], [""10:41"", 3.06], [""10:51"", 2.64], [""11:03"", 2.26], [""11:12"", 2.2], [""11:22"", 2.13], [""11:31"", 1.94], [""11:46"", 1.46], [""11:51"", 1.34], [""12:12"", 1.84], [""12:22"", 1.69], [""12:54"", 1.73], [""13:01"", 1.55], [""13:11"", 1.5], [""13:31"", 1.53], [""13:43"", 1.54]]",1.24,,-61.8,,-60.1,,-30.0,STOP,DONE,2026-08-21T16:05:36-04:00
SPY_2026-08-21T10:38:37-04:00,2026-08-21T10:38:37-04:00,SPY,PUT,764.0,2026-08-24,1DTE,58,,763.75,2.0,763.75,762.0,,no,,,no,no,,"[[""10:38"", 2.0], [""10:41"", 1.98], [""10:51"", 1.71], [""11:03"", 1.31], [""11:12"", 1.33], [""11:22"", 1.29], [""11:31"", 1.25], [""11:46"", 0.94], [""11:51"", 0.92], [""12:12"", 1.21], [""12:22"", 1.19], [""12:54"", 1.23], [""13:01"", 1.1], [""13:11"", 1.1], [""13:31"", 1.23], [""13:43"", 1.27]]",0.91,,-54.5,,,,-30.0,STOP,DONE,2026-08-21T16:05:36-04:00
TSLA_2026-08-21T10:41:32-04:00,2026-08-21T10:41:32-04:00,TSLA,CALL,357.5,2026-08-24,1DTE,58,,358.5,4.12,358.5,361.5,,yes,7.74,360.89,yes,no,7.56,"[[""10:41"", 4.05], [""10:51"", 5.42], [""11:03"", 7.62], [""11:12"", 7.56], [""11:22"", 6.25], [""11:31"", 5.35], [""11:46"", 8.7], [""11:51"", 8.46], [""12:12"", 6.72], [""12:22"", 8.27], [""12:54"", 8.64], [""13:01"", 9.01], [""13:11"", 8.3], [""13:31"", 8.29], [""13:43"", 8.27]]",8.8,,113.6,83.5,13.7,-2.3,55.0,TARGET,DONE,2026-08-21T16:05:36-04:00
MSFT_2026-08-21T11:02:40-04:00,2026-08-21T11:02:40-04:00,MSFT,CALL,487.5,2026-08-24,1DTE,62,,486.0,2.58,486.0,489.5,,no,,,no,no,,"[[""11:03"", 2.57], [""11:12"", 2.02], [""11:22"", 1.7], [""11:31"", 1.79], [""11:46"", 2.28], [""11:51"", 2.33], [""12:12"", 1.99], [""12:22"", 1.86], [""12:54"", 1.51], [""13:01"", 1.92], [""13:11"", 1.78], [""13:31"", 1.6], [""13:43"", 1.29]]",1.65,,-36.0,,,,-30.0,STOP,DONE,2026-08-21T16:05:36-04:00
